skill_type,name,alias_name,localized_name,base_value,S_A,B_C,D_E_F,G,affinity_role,is_evo,evo_parents
gold,Shatterproof,くじけぬ精神,Shatterproof,334.0,367.0,301.0,267.0,234.0,Pace,0,
yellow,Downhill Speedster,下り坂巧者,Downhill Speedster,217.0,,,,,,0,
ius,A Kiss for Courage,グッときて♪Chu,A Kiss for Courage,180.0,,,,,,0,
green,Cloudy Days ○,曇りの日○,Cloudy Days ○,129.0,,,,,,0,
green,Cloudy Days ◎,曇りの日◎,Cloudy Days ◎,174.0,,,,,,0,
yellow,Tooth and Tail,食らいつき,,217.0,239.0,195.0,174.0,152.0,Pace/Late,0,
ius,Give Mummy a Hug ♡,ぐるぐるマミートリック♡,Give Mummy a Hug ♡,180.0,,,,,,0,
ius,Eternal Moments,薫風、永遠なる瞬間を,Eternal Moments,180.0,,,,,,0,
gold,Reign,君臨,,508.0,615.0,411.0,325.0,249.0,Medium/End,0,
gold,Keen Eye,慧眼,Keen Eye,508.0,559.0,457.0,406.0,356.0,Mile,0,
ius,Barcarole of Blessings,恵福バルカローレ,Barcarole of Blessings,180.0,,,,,,0,
ius,Superior Heal,ゲインヒール・スペリアー,Superior Heal,180.0,,,,,,0,
gold,Go-Home Specialist,下校後のスペシャリスト,Go-Home Specialist,508.0,559.0,457.0,406.0,356.0,End,0,
blue,After-School Stroll,下校の楽しみ,After-School Stroll,217.0,239.0,195.0,174.0,152.0,End,0,
ius,Determined Stroke,決意一筆,,180.0,,,,,,0,
gold,Determined Descent,決意の直滑降,Determined Descent,334.0,367.0,301.0,267.0,234.0,Pace,0,
gold,Moonlit Flash,月影一閃,Moonlit Flash,508.0,559.0,457.0,406.0,356.0,End,0,
gold,Moonlight Slash,月影円刃,,508.0,559.0,457.0,406.0,356.0,End,0,
gold,Come What May,決死の覚悟,Come What May,508.0,559.0,457.0,406.0,356.0,Medium,0,
gold,Preeminent,傑出,,508.0,559.0,457.0,406.0,356.0,Front,0,
yellow,Decisive Blow,決定打,,217.0,239.0,195.0,174.0,152.0,Pace,0,
ius,Che Piacevole!,ケ・ピアチェーヴォレ！,,180.0,,,,,,0,
ius,"Arrow of Gold, Break up the Dark Clouds",玄雲散らす、黄金甲矢,,180.0,,,,,,0,
gold,Beyond the Limits,限界の先へ,,633.0,,,,,,0,
ius,Laugh in the Face of Danger,剣ヶ峰より、狂気に嗤え,,180.0,,,,,,0,
yellow,Trekker,健脚,,217.0,239.0,195.0,174.0,152.0,Medium/Long,0,
gold,Redoubled Efforts,捲土重来,,508.0,,,,,Dirt,0,
gold,Dazzling Disorientation,幻惑のかく乱,Dazzling Disorientation,334.0,367.0,301.0,267.0,234.0,Pace,0,
blue,Preferred Position,好位追走,Preferred Position,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,Floating with the Tide,行雲流水,,508.0,559.0,457.0,406.0,356.0,Pace/Late,0,
ius,Red Shift/LP1211-M,紅焔ギア/LP1211-M,Red Shift/LP1211-M,180.0,,,,,,0,
gold,Curiosity,好奇心,,508.0,,,,,,0,
gold,Furious Feat,豪脚,Furious Feat,508.0,559.0,457.0,406.0,356.0,Mile,0,
yellow,Seize the Chance,好機を捉えて,,217.0,263.0,176.0,139.0,106.0,Long/End,0,
yellow,Ambitions,向上心,,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,Belligerent,好戦的,,217.0,239.0,195.0,174.0,152.0,Mile/Medium,0,
gold,Peerless Boldness,豪胆無比,,508.0,559.0,457.0,406.0,356.0,Mile,0,
gold,Breath of Fresh Air,好転一息,Breath of Fresh Air,508.0,,,,,,0,
ius,Louder! Tracen Cheer!,轟！トレセン応援団！,Louder! Tracen Cheer!,180.0,,,,,,0,
gold,Cyclone Flash,豪風一閃,,508.0,559.0,457.0,406.0,356.0,Mile,0,
gold,Cyclone Slash,豪風円刃,,508.0,559.0,457.0,406.0,356.0,Mile,0,
gold,Flash Forward,光芒一閃,Flash Forward,508.0,559.0,457.0,406.0,356.0,Medium,0,
gold,Refraction Arc,光芒円刃,Refraction Arc,508.0,559.0,457.0,406.0,356.0,Medium,0,
red,Intimidate,後方釘付,Intimidate,262.0,288.0,236.0,210.0,183.0,Sprint,0,
blue,Standing By,後方待機,Standing By,217.0,239.0,195.0,174.0,152.0,End,0,
yellow,Luminance,光明,,217.0,239.0,195.0,174.0,152.0,Medium/Long,0,
ius,Decisive Blade of Blazing Fire,剛勇果断、烈火之刀,,180.0,,,,,,0,
gold,Elated,高揚感,Elated,508.0,559.0,457.0,406.0,356.0,Medium,0,
green,Exchange Races ○,交流重賞○,,129.0,,,,,,0,
green,Exchange Races ◎,交流重賞◎,,174.0,,,,,,0,
gold,Exchange Races Demon,交流重賞の鬼,,461.0,,,,,,0,
blue,Corner Recovery ○,コーナー回復◯,Corner Recovery ○,217.0,,,,,,0,
yellow,Corner Acceleration ○,コーナー加速◯,Corner Acceleration ○,217.0,,,,,,0,
yellow,Corner Adept ○,コーナー巧者◯,Corner Adept ○,217.0,,,,,,0,
gold,Call & Response,コール＆レスポンス,,633.0,,,,,Dirt,0,
green,Kokura Racecourse ○,小倉レース場○,Kokura Racecourse ○,129.0,,,,,,0,
green,Kokura Racecourse ◎,小倉レース場◎,Kokura Racecourse ◎,174.0,,,,,,0,
yellow,Crucial Stage,ここ一番,,217.0,263.0,176.0,139.0,106.0,Long/Late,0,
ius,Purrfect Hospitality,心からのおもてにゃし,,180.0,,,,,,0,
ius,"Steel Your Heart, Tsuyoshi!",心、強し！,,180.0,,,,,,0,
yellow,High Hopes,心弾んで,,217.0,239.0,195.0,174.0,152.0,Mile,0,
yellow,Intrigued,心惹かれて,,217.0,,,,,,0,
ius,Parade of the Five Heavenly Beasts,五獣挙りて彩光奏づ,,180.0,,,,,Dirt,0,
gold,Professor of Curvature,弧線のプロフェッサー,Professor of Curvature,508.0,,,,,,0,
yellow,Self-Restraint,克己心,,263.0,289.0,237.0,210.0,184.0,Medium,0,
gold,Connection,コネクト,,334.0,,,,,Turf,0,
gold,Seize the Initiative,後の先,,508.0,559.0,457.0,406.0,356.0,Medium/Long,0,
gold,The Future in My Hands,この手に掴んだ未来,,291.0,320.0,262.0,233.0,204.0,Mile/Medium,0,
yellow,Rapid Overtakes,ごぼう抜き,,217.0,263.0,176.0,139.0,106.0,Long/End,0,
green,Tight Turns ○,小回り○,,129.0,,,,,,0,
green,Tight Turns ◎,小回り◎,,174.0,,,,,,0,
yellow,Rising Passion,込み上げる熱,,217.0,239.0,195.0,174.0,152.0,Medium/Long,0,
ius,Rolling Power Drive!,ごろりん！？パワードライブ,,180.0,,,,,,0,
green,Standard Distance ○,根幹距離○,Standard Distance ○,129.0,,,,,,0,
green,Standard Distance ◎,根幹距離◎,Standard Distance ◎,174.0,,,,,,0,
yellow,Mighty Step,渾身の足取り,,217.0,263.0,176.0,139.0,106.0,Medium/End,0,
gold,Concentration,コンセントレーション,Concentration,394.0,,,,,,0,
ius,Condor's Fury,コンドル猛撃波,Condor's Fury,180.0,,,,,,0,
gold,Brilliant Mind,才気煥発,,508.0,559.0,457.0,406.0,356.0,Medium,0,
ius,Legacy of the Strong,最強の名を懸けて,Legacy of the Strong,180.0,,,,,,0,
gold,Dreaming of the Peak,最高峰の夢,,633.0,,,,,,0,
gold,Brains and Beauty,才色兼備,,508.0,559.0,457.0,406.0,356.0,Medium,0,
yellow,Clear Head,冴える思考,,217.0,,,,,Dirt,0,
yellow,Early Lead,先駆け,Early Lead,217.0,239.0,195.0,174.0,152.0,Front,0,
yellow,Strategist,策士,Strategist,85.0,94.0,77.0,68.0,59.0,End,0,
ius,Bloom! Blossom! Sakura!,咲け咲け！私！,,180.0,,,,,,0,
red,Murmur,ささやき,Murmur,217.0,239.0,195.0,174.0,152.0,Medium,0,
red,Flustered Late Surgers,差し焦り,Flustered Late Surgers,217.0,,,,,,0,
red,Frenzied Late Surgers,差し駆け引き,Frenzied Late Surgers,174.0,,,,,,0,
yellow,Slick Surge,差し切り体勢,Slick Surge,217.0,239.0,195.0,174.0,152.0,Late,0,
red,Subdued Late Surgers,差しけん制,Subdued Late Surgers,217.0,,,,,,0,
yellow,Late Surger Corners ○,差しコーナー○,Late Surger Corners ○,217.0,239.0,195.0,174.0,152.0,Late,0,
yellow,Late Surger Corners ◎,差しコーナー◎,Late Surger Corners ◎,262.0,288.0,236.0,210.0,183.0,Late,0,
red,Hesitant Late Surgers,差しためらい,Hesitant Late Surgers,217.0,,,,,,0,
yellow,Late Surger Straightaways ○,差し直線○,Late Surger Straightaways ○,217.0,239.0,195.0,174.0,152.0,Late,0,
yellow,Late Surger Straightaways ◎,差し直線◎,Late Surger Straightaways ◎,262.0,288.0,236.0,210.0,183.0,Late,0,
green,Late Surger Savvy ○,差しのコツ○,Late Surger Savvy ○,174.0,191.0,157.0,139.0,122.0,Late,0,
green,Late Surger Savvy ◎,差しのコツ◎,Late Surger Savvy ◎,217.0,239.0,195.0,174.0,152.0,Late,0,
gold,Sandstorm Flash,砂塵一閃,,508.0,,,,,Dirt,0,
gold,Sandstorm Slash,砂塵円刃,,508.0,,,,,Dirt,0,
blue,Familiar Ground,砂塵慣れ,Familiar Ground,217.0,,,,,Dirt,0,
green,Sapporo Racecourse ○,札幌レース場○,Sapporo Racecourse ○,129.0,,,,,,0,
green,Sapporo Racecourse ◎,札幌レース場◎,Sapporo Racecourse ◎,174.0,,,,,,0,
yellow,To Greater Heights,さらなる高みへ,,217.0,263.0,176.0,139.0,106.0,Medium/Pace,0,
gold,Afterimage,残影,,508.0,559.0,457.0,406.0,356.0,End,0,
ius,Blue Ray of Happiness,幸せの青い光,,180.0,,,,,,0,
ius,Geschenk of the Salty Sea Breeze,潮風のGeschenk,,180.0,,,,,,0,
gold,The Coast Is Clear!,視界良好！異常なし！,The Coast Is Clear!,334.0,367.0,301.0,267.0,234.0,End,0,
yellow,Meticulous Measures,仕掛け準備,Meticulous Measures,174.0,191.0,157.0,139.0,122.0,Sprint,0,
yellow,Masterful Gambit,仕掛け抜群,Masterful Gambit,217.0,239.0,195.0,174.0,152.0,End,0,
yellow,Groundwork,地固め,Groundwork,217.0,,,,,,0,
gold,Supreme Downhiller,至高のダウンヒラー,,508.0,,,,,,0,
ius,Reign Supreme,至上であれ,,180.0,,,,,,0,
green,Self-Assured,自信家,,217.0,239.0,195.0,174.0,152.0,Mile/Medium,0,
blue,Be Still,静かな呼吸,Be Still,217.0,239.0,195.0,174.0,152.0,Late,0,
yellow,Simmering Heat,静かな熱,,217.0,239.0,195.0,174.0,152.0,Late,0,
green,Restraint,自制心,Restraint,217.0,,,,,,0,
yellow,Herald of a New Age,時代を変える者,,263.0,,,,,,0,
yellow,Preliminary Preparation,下準備,,217.0,239.0,195.0,174.0,152.0,Late,0,
gold,Exquisite Timing,時中の妙,,508.0,,,,,,0,
gold,Sixth Sense,シックスセンス,Sixth Sense,334.0,367.0,301.0,267.0,234.0,Front,0,
gold,Sturm und Drang,疾風怒濤,Sturm und Drang,508.0,559.0,457.0,406.0,356.0,End,0,
ius,Blasting Gale Pegasus Dash!,疾風爆走ペガサスダッシュ！,,180.0,,,,,,0,
yellow,Tail Held High,尻尾上がり,Tail Held High,217.0,,,,,,0,
gold,Tail Nine,尻尾の滝登り,Tail Nine,508.0,,,,,,0,
gold,Lightning Flash,紫電一閃,,508.0,559.0,457.0,406.0,356.0,Sprint,0,
gold,Lightning Slash,紫電円刃,,508.0,559.0,457.0,406.0,356.0,Sprint,0,
yellow,Graceful Step,しとやかな足取り,,217.0,239.0,195.0,174.0,152.0,Mile/Medium,0,
yellow,Electrifying Run,シビれる走り,,217.0,239.0,195.0,174.0,152.0,Sprint/Mile,0,
gold,Radiant Treasure,至宝の輝き,,508.0,615.0,411.0,325.0,249.0,Sprint/Late,0,
yellow,Steady Effort,地道に重ねて,,217.0,263.0,176.0,139.0,106.0,Long/Pace,0,
yellow,Frantic State,しゃかりき,,217.0,239.0,195.0,174.0,152.0,Front,0,
gold,Restless,じゃじゃウマ娘,Restless,508.0,559.0,457.0,406.0,356.0,Front,0,
gold,Reckless,遮二無二,,508.0,559.0,457.0,406.0,356.0,Mile,0,
gold,Pure Perfection,十全十美,,508.0,559.0,457.0,406.0,356.0,Mile/Medium,0,
yellow,Focus,集中力,Focus,129.0,,,,,,0,
ius,Shooting Star,シューティングスター,Shooting Star,180.0,,,,,,0,
gold,Freewheeling,自由奔放,,508.0,559.0,457.0,406.0,356.0,Medium,0,
yellow,"1,500,000 CC",十万バリキ,"1,500,000 CC",217.0,239.0,195.0,174.0,152.0,Late,0,
ius,Sugar Parade: Start!,シュガーパレード･始動！,,180.0,,,,,,0,
gold,1000% Output!,出力1000％！,,508.0,559.0,457.0,406.0,356.0,Front,0,
ius,Je t'aime ☆ Vacances,ジュ・テーム☆バカンス！,,180.0,,,,,,0,
ius,Spring Light: Bon Appétit,春光・Bon appétit,,180.0,,,,,,0,
yellow,Explosive Force,瞬発力,,217.0,239.0,195.0,174.0,152.0,Sprint,0,
gold,Perfect Prep!,準備万全！,Perfect Prep!,394.0,433.0,355.0,315.0,276.0,Sprint,0,
gold,Smooth Sailing,順風満帆,,508.0,,,,,,0,
gold,Manipulation,掌握,,508.0,559.0,457.0,406.0,356.0,End,0,
blue,A Small Breather,小休憩,A Small Breather,217.0,239.0,195.0,174.0,152.0,Late,0,
yellow,Updrafters,上昇気流,Updrafters,217.0,239.0,195.0,174.0,152.0,Mile,0,
yellow,Diligence,精進,,217.0,,,,,Dirt,0,
green,Impulse,衝動,,434.0,477.0,391.0,347.0,304.0,Late,0,
gold,情熱と挑戦の先の栄光,,,633.0,,,,,,0,
gold,Gambler,勝負師,,508.0,,,,,,0,
gold,The Fight's Not Over Yet!,勝負はここから！,,508.0,615.0,411.0,325.0,249.0,Medium/Front,0,
yellow,Putting All on the Line,勝負を懸けて,,263.0,,,,,,0,
yellow,Frontal Breakthrough,正面突破,,217.0,239.0,195.0,174.0,152.0,Medium,0,
yellow,Toward Victory,勝利に向かって,,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,Victory Opportunity,勝利の機運,,508.0,,,,,Dirt,0,
ius,Triumphant Pulse,勝利の鼓動,Triumphant Pulse,180.0,,,,,,0,
ius,Our Ticket to Win!,勝利のチケットを、君にッ！,Our Ticket to Win!,180.0,,,,,,0,
ius,Accumulative Victory,勝利ヘ至ル累積,,180.0,,,,,,0,
gold,Unyielding,勝利への執念,Unyielding,508.0,559.0,457.0,406.0,356.0,Medium,0,
gold,Showdown,ショーダウン,,508.0,559.0,457.0,406.0,356.0,Pace,0,
gold,Unwavering Ambition,初志貫徹,,508.0,559.0,457.0,406.0,356.0,Medium,0,
ius,Lyricism at Journey's End,叙情、旅路の果てに,,180.0,,,,,,0,
yellow,Opening Leg Adept,序盤巧者,,217.0,,,,,,0,
gold,Peak Ferocity,熾烈の極み,,508.0,559.0,457.0,406.0,356.0,Long,0,
ius,White Lightning Comin' Through!,白い稲妻、見せたるで！,White Lightning Comin' Through!,180.0,,,,,,0,
gold,Headliner,真打,Headliner,508.0,559.0,457.0,406.0,356.0,Long,0,
ius,Terpsichore of the Abyss,深淵のテルプシコラー,,180.0,,,,,,0,
gold,Singularity,シンギュラリティ,,461.0,558.0,374.0,295.0,226.0,Medium/Pace,0,
blue,Deep Breaths,深呼吸,Deep Breaths,217.0,239.0,195.0,174.0,152.0,Long,0,
gold,Proven Mettle,真骨頂,,508.0,,,,,,0,
yellow,On the Move,進出開始,,217.0,239.0,195.0,174.0,152.0,Late,0,
gold,Divine Speed,神速,,633.0,,,,,,0,
gold,Fast & Furious,迅速果断,Fast & Furious,508.0,559.0,457.0,406.0,356.0,Late,0,
gold,Earthshaker,震天動地,,508.0,,,,,Dirt,0,
gold,Clear Mind,心頭滅却,,508.0,559.0,457.0,406.0,356.0,End,0,
green,Sympathy,シンパシー,Sympathy,129.0,,,,,,0,
gold,Gale Flash,陣風一閃,,508.0,559.0,457.0,406.0,356.0,Front,0,
gold,Gale Slash,陣風円刃,,508.0,559.0,457.0,406.0,356.0,Front,0,
ius,Beyond the Ocean's Infinity,水平線のその先へ,,180.0,,,,,,0,
yellow,Sufficient Thrust,推力十分,,217.0,239.0,195.0,174.0,152.0,End,0,
gold,Super Lucky Seven,スーパーラッキーセブン,Super Lucky Seven,334.0,,,,,,0,
yellow,Homestretch Haste,末脚,Homestretch Haste,217.0,,,,,,0,
ius,Scarlet Lily's Elation,スカーレットリリィの高揚,,180.0,,,,,,0,
red,Stamina Eater,スタミナイーター,Stamina Eater,217.0,239.0,195.0,174.0,152.0,Long,0,
blue,Stamina to Spare,スタミナキープ,Stamina to Spare,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,Stamina Siphon,スタミナグリード,Stamina Siphon,461.0,507.0,415.0,369.0,323.0,Long,0,
ius,Shine on Forever,ずっとずっと輝いて,,180.0,,,,,,0,
yellow,Step Up,ステップアップ,,217.0,239.0,195.0,174.0,152.0,Mile,0,
gold,Straight Heart,ストレートハート,,508.0,615.0,411.0,325.0,249.0,Medium/Late,0,
yellow,Dust Bath ○,砂浴び◯,,217.0,,,,,Dirt,0,
yellow,An Honest Step,素直な一歩,,217.0,,,,,,0,
yellow,Sand Stride,砂蹴り,,217.0,,,,,Dirt,0,
gold,Pioneer of the Sands,砂の開拓者,,508.0,,,,,Dirt,0,
gold,Master of the Sands,砂の玄人,Master of the Sands,508.0,,,,,Dirt,0,
gold,Sand Virtuoso,砂の妙手,,508.0,,,,,Dirt,0,
blue,Dust Off,砂払い,,217.0,,,,,Dirt,0,
red,Speed Eater,スピードイーター,Speed Eater,217.0,239.0,195.0,174.0,152.0,Mile,0,
gold,Speed Star,スピードスター,Speed Star,508.0,559.0,457.0,406.0,356.0,Pace,0,
yellow,Sprinting Gear,スプリントギア,Sprinting Gear,217.0,239.0,195.0,174.0,152.0,Sprint,0,
gold,Turbo Sprint,スプリントターボ,Turbo Sprint,508.0,559.0,457.0,406.0,356.0,Sprint,0,
blue,Triple 7s,スリーセブン,Triple 7s,217.0,,,,,,0,
yellow,Slipstream,スリップストリーム,Slipstream,217.0,,,,,,0,
red,Sharp Gaze,鋭い眼光,Sharp Gaze,217.0,239.0,195.0,174.0,152.0,Late,0,
gold,Frontal Attack,正攻法,,508.0,,,,,,0,
ius,"Where There's a Will, There's a Way",精神一到何事か成らざらん,"Where There's a Will, There's a Way",180.0,,,,,,0,
green,Mental Strength,精神力,,174.0,210.0,141.0,111.0,85.0,Medium/Late,0,
gold,Forthright,正々堂々,,508.0,559.0,457.0,406.0,356.0,Pace,0,
gold,清濁併吞,,,508.0,,,,,Dirt,0,
ius,Festive Miracle,聖夜のミラクルラン！,Festive Miracle,180.0,,,,,,0,
ius,Seirios,セイリオス,,180.0,,,,,,0,
yellow,Productive Plan,積極策,Productive Plan,217.0,239.0,195.0,174.0,152.0,Mile,0,
ius,絶対最強☆アピール宣言！,,,180.0,,,,,,0,
ius,Certain Victory,絶対は、ボクだ,Certain Victory,180.0,,,,,,0,
gold,Moment of Opportunity,刹那の勝機,,508.0,615.0,411.0,325.0,249.0,Medium/Late,0,
gold,Encroaching Shadow,迫る影,Encroaching Shadow,508.0,559.0,457.0,406.0,356.0,End,0,
yellow,Attack Stance,攻めの姿勢,,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,Flash,閃光,,508.0,559.0,457.0,406.0,356.0,Medium,0,
red,Flustered Pace Chasers,先行焦り,Flustered Pace Chasers,217.0,,,,,,0,
red,Frenzied Pace Chasers,先行駆け引き,Frenzied Pace Chasers,174.0,,,,,,0,
red,Subdued Pace Chasers,先行けん制,Subdued Pace Chasers,217.0,,,,,,0,
yellow,Pace Chaser Corners ○,先行コーナー○,Pace Chaser Corners ○,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,Pace Chaser Corners ◎,先行コーナー◎,Pace Chaser Corners ◎,262.0,288.0,236.0,210.0,183.0,Pace,0,
red,Hesitant Pace Chasers,先行ためらい,Hesitant Pace Chasers,217.0,,,,,,0,
yellow,Pace Chaser Straightaways ○,先行直線○,Pace Chaser Straightaways ○,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,Pace Chaser Straightaways ◎,先行直線◎,Pace Chaser Straightaways ◎,262.0,288.0,236.0,210.0,183.0,Pace,0,
green,Pace Chaser Savvy ○,先行のコツ○,Pace Chaser Savvy ○,174.0,191.0,157.0,139.0,122.0,Pace,0,
green,Pace Chaser Savvy ◎,先行のコツ◎,Pace Chaser Savvy ◎,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,Countermeasure,善後策,Countermeasure,217.0,239.0,195.0,174.0,152.0,Sprint,0,
gold,Golden Opportunity,千載一遇,,508.0,615.0,411.0,325.0,249.0,Long/End,0,
yellow,The Only Way is Forward,前進あるのみ,,217.0,239.0,195.0,174.0,152.0,Pace,0,
gold,In Body and Mind,全身全霊,In Body and Mind,508.0,,,,,,0,
gold,Vanguard Spirit,先陣の心得,Vanguard Spirit,508.0,559.0,457.0,406.0,356.0,Long,0,
gold,Uncharted Heights,前人未到,,508.0,,,,,,0,
gold,Full Speed Ahead!,全速前進！,,508.0,,,,,Dirt,0,
gold,千鍛万錬,,,508.0,559.0,457.0,406.0,356.0,Medium,0,
gold,Taking the Lead,先手必勝,Taking the Lead,334.0,367.0,301.0,267.0,234.0,Front,0,
ius,The View from the Lead Is Mine!,先頭の景色は譲らない…！,The View from the Lead Is Mine!,180.0,,,,,,0,
yellow,Leader's Pride,先頭プライド,Leader's Pride,217.0,239.0,195.0,174.0,152.0,Front,0,
blue,Rosy Outlook,前途洋々,Rosy Outlook,217.0,239.0,195.0,174.0,152.0,Medium,0,
gold,Lie in Wait,潜伏態勢,Lie in Wait,508.0,559.0,457.0,406.0,356.0,Late,0,
gold,Clairvoyance,千里眼,Clairvoyance,334.0,367.0,301.0,267.0,234.0,Medium,0,
gold,Thousand-Mile Journey,千里の道,,508.0,559.0,457.0,406.0,356.0,Late,0,
green,Strategist,戦略家,,217.0,239.0,195.0,174.0,152.0,Medium/Long,0,
ius,Full-Throttle Cyclone!,全力全開！サイクロン,,180.0,,,,,,0,
yellow,"Forward, March!",前列狙い,"Forward, March!",174.0,,,,,Dirt,0,
ius,Sapphire Flame,蒼炎,,180.0,,,,,,0,
ius,想像×創造＝∞,,,180.0,198.0,162.0,144.0,126.0,Medium/Long,0,
gold,Swift Decision,即断即決,,342.0,376.0,308.0,274.0,239.0,End,0,
red,Tether,束縛,Tether,217.0,239.0,195.0,174.0,152.0,Medium,0,
yellow,Outer Swell,外差し準備,Outer Swell,217.0,239.0,195.0,174.0,152.0,Late,0,
green,Outer Post Proficiency ○,外枠得意○,Outer Post Proficiency ○,129.0,,,,,,0,
green,Outer Post Proficiency ◎,外枠得意◎,Outer Post Proficiency ◎,174.0,,,,,,0,
ius,«Bon Voyage»,『それでは、よき旅を』,,180.0,,,,,,0,
yellow,Dirt Corners ○,ダートコーナー○,,217.0,,,,,Dirt,0,
yellow,Dirt Corners ◎,ダートコーナー◎,,262.0,,,,,Dirt,0,
yellow,Dirt Straights ○,ダート直線○,,217.0,,,,,Dirt,0,
yellow,Dirt Straights ◎,ダート直線◎,,262.0,,,,,Dirt,0,
yellow,Turning Point,ターニングポイント,,217.0,263.0,176.0,139.0,106.0,Sprint/Late,0,
gold,Wisdom of the Ocean,大海の叡智,,633.0,,,,,,0,
gold,The Bigger Picture,大局観,The Bigger Picture,334.0,367.0,301.0,267.0,234.0,Late,0,
green,Competitive Spirit ○,対抗意識○,Competitive Spirit ○,129.0,,,,,,0,
green,Competitive Spirit ◎,対抗意識◎,Competitive Spirit ◎,174.0,,,,,,0,
gold,All-Out Effort,大車輪,,334.0,367.0,301.0,267.0,234.0,Pace,0,
ius,Target Acquired! Serving Justice!,対象捕捉！正義遂行！,,180.0,,,,,,0,
yellow,大志を抱いて,,,217.0,239.0,195.0,174.0,152.0,Late,0,
gold,Of Calm Mind,泰然自若,Of Calm Mind,508.0,559.0,457.0,406.0,356.0,Long,0,
gold,Dauntless,大胆不敵,Dauntless,508.0,559.0,457.0,406.0,356.0,Late,0,
gold,Wisdom of the Land,大地の叡智,,633.0,,,,,,0,
ius,You and Me! One-on-One!,タイマン！デッドヒート！,You and Me! One-on-One!,180.0,,,,,,0,
gold,Wisdom of the Sun,太陽の叡智,,633.0,,,,,,0,
yellow,Breakthrough Plan,打開策,,217.0,239.0,195.0,174.0,152.0,End,0,
gold,Surging Beat,昂る鼓動,,508.0,559.0,457.0,406.0,356.0,Medium/Long,0,
yellow,Boiling Emotions,滾る想い,,217.0,239.0,195.0,174.0,152.0,Mile,0,
yellow,Boiling Blood,たぎる血潮,,217.0,239.0,195.0,174.0,152.0,End,0,
yellow,Outstanding Run,卓越する走り,,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,Shrewd Step,巧みなステップ,Shrewd Step,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,Firm Step,確かな足取り,,217.0,263.0,176.0,139.0,106.0,Medium/Pace,0,
gold,Escape Artist,脱出術,Escape Artist,508.0,559.0,457.0,406.0,356.0,Front,0,
gold,Ahead of the Game,脱兎の先へ,,633.0,696.0,570.0,506.0,443.0,Long,0,
ius,"Traced Bloodline, Budding Future",辿る血脈、芽吹く未来,,180.0,,,,,,0,
yellow,Nimble Navigator,垂れウマ回避,Nimble Navigator,174.0,,,,,,0,
gold,Further Than Anyone,誰より前へ！,,334.0,367.0,301.0,267.0,234.0,Medium,0,
green,Inquisitive Mind,探求心,,174.0,210.0,141.0,111.0,85.0,Medium/Pace,0,
yellow,Sprint Corners ○,短距離コーナー○,Sprint Corners ○,217.0,239.0,195.0,174.0,152.0,Sprint,0,
yellow,Sprint Corners ◎,短距離コーナー◎,Sprint Corners ◎,262.0,288.0,236.0,210.0,183.0,Sprint,0,
yellow,Sprint Straightaways ○,短距離直線○,Sprint Straightaways ○,217.0,239.0,195.0,174.0,152.0,Sprint,0,
yellow,Sprint Straightaways ◎,短距離直線◎,Sprint Straightaways ◎,262.0,288.0,236.0,210.0,183.0,Sprint,0,
blue,Fuse,端緒,,263.0,,,,,,0,
ius,A Small Miracle for You♪,小さな奇跡、フォーユー♪,,180.0,,,,,,0,
yellow,With All My Might,力の限り,,217.0,239.0,195.0,174.0,152.0,Pace,0,
yellow,Brute Force,力業,,217.0,239.0,195.0,174.0,152.0,Pace,0,
ius,千歳、廻りて,,,180.0,,,,,,0,
ius,Geothermal Overdrive,地熱解放オーヴァードライブ,,180.0,,,,,Dirt,0,
yellow,Blessing of the Land,地の加護,,263.0,,,,,,0,
ius,All Charged! It's Go Time!,チャージ完了！全速前進！,All Charged! It's Go Time!,180.0,,,,,,0,
gold,Trending in the Charts!,チャート急上昇！,Trending in the Charts!,508.0,,,,,Dirt,0,
green,Chukyo Racecourse ○,中京レース場○,Chukyo Racecourse ○,129.0,,,,,,0,
green,Chukyo Racecourse ◎,中京レース場◎,Chukyo Racecourse ◎,174.0,,,,,,0,
yellow,Medium Corners ○,中距離コーナー○,Medium Corners ○,217.0,239.0,195.0,174.0,152.0,Medium,0,
yellow,Medium Corners ◎,中距離コーナー◎,Medium Corners ◎,262.0,288.0,236.0,210.0,183.0,Medium,0,
yellow,Medium Straightaways ○,中距離直線○,Medium Straightaways ○,217.0,239.0,195.0,174.0,152.0,Medium,0,
yellow,Medium Straightaways ◎,中距離直線◎,Medium Straightaways ◎,262.0,288.0,236.0,210.0,183.0,Medium,0,
yellow,Middle Leg Adept,中盤巧者,,217.0,,,,,,0,
gold,Center Stage,注目の踊り子,Center Stage,334.0,,,,,,0,
yellow,Long Corners ○,長距離コーナー○,Long Corners ○,217.0,239.0,195.0,174.0,152.0,Long,0,
